instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_impact,day_type,holiday_type,day_holiday_type
3578,2011-06-02,2,0,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23,89,112,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3579,2011-06-03,2,0,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15,53,68,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3580,2011-06-03,2,0,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7,15,22,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3581,2011-06-03,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,12,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3582,2011-06-03,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3583,2011-06-03,2,0,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1,5,6,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3584,2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3585,2011-06-03,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3586,2011-06-03,2,0,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25,252,277,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3587,2011-06-03,2,0,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31,471,502,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3588,2011-06-03,2,0,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36,194,230,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3589,2011-06-03,2,0,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54,107,161,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3590,2011-06-03,2,0,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57,135,192,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3591,2011-06-03,2,0,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51,208,259,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3592,2011-06-03,2,0,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58,190,248,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3593,2011-06-03,2,0,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66,174,240,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3594,2011-06-03,2,0,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56,156,212,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3595,2011-06-03,2,0,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63,286,349,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3596,2011-06-03,2,0,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73,485,558,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3597,2011-06-03,2,0,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76,488,564,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53,338,391,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3599,2011-06-03,2,0,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57,236,293,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3600,2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3601,2011-06-03,2,0,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26,145,171,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3602,2011-06-03,2,0,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30,141,171,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3603,2011-06-04,2,0,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,24,69,93,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3604,2011-06-04,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,94,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3605,2011-06-04,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.194,18,41,59,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3606,2011-06-04,2,0,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8,10,18,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3607,2011-06-04,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3608,2011-06-04,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3,5,8,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3609,2011-06-04,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,11,17,28,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3610,2011-06-04,2,0,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,27,60,87,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3611,2011-06-04,2,0,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29,96,125,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3612,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3613,2011-06-04,2,0,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115,202,317,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3614,2011-06-04,2,0,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120,249,369,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3615,2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3616,2011-06-04,2,0,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188,268,456,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3617,2011-06-04,2,0,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193,258,451,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3618,2011-06-04,2,0,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180,224,404,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3619,2011-06-04,2,0,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168,272,440,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3620,2011-06-04,2,0,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142,202,344,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3621,2011-06-04,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127,214,341,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3622,2011-06-04,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3623,2011-06-04,2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90,149,239,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3624,2011-06-04,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46,139,185,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3625,2011-06-04,2,0,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49,141,190,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3626,2011-06-04,2,0,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,29,121,150,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3627,2011-06-05,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3628,2011-06-05,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3629,2011-06-05,2,0,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16,48,64,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3630,2011-06-05,2,0,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22,25,47,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3631,2011-06-05,2,0,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,8,12,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3632,2011-06-05,2,0,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1,5,6,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3633,2011-06-05,2,0,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10,11,21,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3634,2011-06-05,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3635,2011-06-05,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24,74,98,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3636,2011-06-05,2,0,6,9,0,0,0,2,0.6,0.5758,0.78,0.194,53,111,164,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3637,2011-06-05,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3638,2011-06-05,2,0,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121,214,335,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3639,2011-06-05,2,0,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123,212,335,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3640,2011-06-05,2,0,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154,213,367,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3641,2011-06-05,2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161,224,385,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3642,2011-06-05,2,0,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161,256,417,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3643,2011-06-05,2,0,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138,260,398,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3644,2011-06-05,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126,264,390,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3645,2011-06-05,2,0,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124,239,363,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3646,2011-06-05,2,0,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108,249,357,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3647,2011-06-05,2,0,6,20,0,0,0,1,0.66,0.6212,0.69,0.194,84,195,279,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3648,2011-06-05,2,0,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54,111,165,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3649,2011-06-05,2,0,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36,94,130,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3650,2011-06-05,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
3651,2011-06-06,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,29,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3652,2011-06-06,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3653,2011-06-06,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3654,2011-06-06,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2,3,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3655,2011-06-06,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3656,2011-06-06,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3657,2011-06-06,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3658,2011-06-06,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3659,2011-06-06,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3660,2011-06-06,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3661,2011-06-06,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3662,2011-06-06,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3663,2011-06-06,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3664,2011-06-06,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3665,2011-06-06,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3666,2011-06-06,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3667,2011-06-06,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3668,2011-06-06,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3669,2011-06-06,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3670,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3671,2011-06-06,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3672,2011-06-06,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3673,2011-06-06,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3674,2011-06-06,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3675,2011-06-07,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3676,2011-06-07,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3677,2011-06-07,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3678,2011-06-07,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3679,2011-06-07,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3680,2011-06-07,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3681,2011-06-07,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3682,2011-06-07,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3683,2011-06-07,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3684,2011-06-07,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3685,2011-06-07,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3686,2011-06-07,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3687,2011-06-07,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3688,2011-06-07,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3689,2011-06-07,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3690,2011-06-07,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3691,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3692,2011-06-07,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3694,2011-06-07,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3695,2011-06-07,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3696,2011-06-07,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3697,2011-06-07,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3698,2011-06-07,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3699,2011-06-08,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3700,2011-06-08,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3,20,23,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3701,2011-06-08,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3702,2011-06-08,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3703,2011-06-08,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3704,2011-06-08,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3705,2011-06-08,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3706,2011-06-08,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3707,2011-06-08,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3708,2011-06-08,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3709,2011-06-08,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3710,2011-06-08,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3711,2011-06-08,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3712,2011-06-08,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3713,2011-06-08,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3714,2011-06-08,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3715,2011-06-08,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3716,2011-06-08,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3717,2011-06-08,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3718,2011-06-08,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3719,2011-06-08,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3720,2011-06-08,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3721,2011-06-08,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3722,2011-06-08,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3723,2011-06-09,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3724,2011-06-09,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3725,2011-06-09,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3726,2011-06-09,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3727,2011-06-09,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3728,2011-06-09,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,20,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3729,2011-06-09,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3730,2011-06-09,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3731,2011-06-09,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
3732,2011-06-09,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20,148,168,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3733,2011-06-09,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3734,2011-06-09,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
3735,2011-06-09,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
